"","INCI_ID","WARD","UCRsummary","STATUTDESC","WEAPON1DESC","WEAPON2DESC","WEAPON_CATEGORY","Crime","CrimeType","CrimeCategory","DATE_REPT","ArrestID","ArrestDate","ArrestCharge","ArrestChargeDescription","Severity","Age","AgeGroup","ArresteeSex","ArresteeRace","ArresteeEthnicity"
"409","2204170029  ",6,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/17 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2204230074  ",1,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/23 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2204180178  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2204250198  ",1,3,"ROBBERY/MISCELLANEOUS","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/25 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2204010111  ",5,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/01 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2204260094  ",3,4,"ASSAULT, AGGRAVATED/OTHER","RIFLE","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/26 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2201120065  ",3,4,"ASSAULT, AGGRAVATED/DRIVEBY SHOOTING","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/01/12 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2201130210  ",4,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/01/13 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2202040164  ",2,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/02/04 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2204180211  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2204160008  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/15 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2203280202  ",3,3,"ROBBERY/MISCELLANEOUS","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/03/28 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2204270021  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/27 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2202030086  ",4,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/02/03 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2203170020  ",5,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/03/17 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2204140009  ",6,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/14 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2204260131  ",3,40,"DEATH/SUICIDE","HANDGUN","","FIREARM","Other","Death","Quality of Life","2022/04/26 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2204140092  ",6,4,"ASSAULT, AGGRAVATED/OTHER","OTHER FIREARM","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/14 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2203180197  ",5,3,"ROBBERY/CONVENIENCE STORE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/03/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2203270024  ",2,3,"ROBBERY/RESIDENCE","RIFLE","","FIREARM","Part 1","Robbery","Violent","2022/03/27 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2201290168  ",2,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","FIREARM AUTOMATIC","","FIREARM","Part 1","Agg. Assault","Violent","2022/01/29 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2204010117  ",NA,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/01 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2202200160  ",3,1,"HOMICIDE/MURDER","HANDGUN","","FIREARM","Part 1","Homicide","Violent","2022/02/20 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2203160228  ",5,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/03/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2203060029  ",2,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/03/06 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2204110135  ",2,3,"ROBBERY/CONVENIENCE STORE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/11 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2204130009  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/13 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2204220202  ",6,3,"ROBBERY/CARJACKING","FIREARM AUTOMATIC","","FIREARM","Part 1","Robbery","Violent","2022/04/22 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2204220214  ",1,26,"OTHER OFFENSES/OTHER MISDEMEANORS","HANDGUN","","FIREARM","Part 2","Other Felony/Misdemeanor","Violent","2022/04/22 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2201180015  ",3,6,"LARCENY/FROM MOTOR VEHICLE","HANDGUN","","FIREARM","Part 1","Larceny","Property","2022/01/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2202180009  ",6,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/02/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2203010164  ",NA,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/03/01 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2203120174  ",6,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/03/12 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2204070218  ",4,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/07 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2204070238  ",4,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/07 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2204240155  ",3,3,"ROBBERY/COMMERCIAL HOUSE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/24 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2204240089  ",3,3,"ROBBERY/HIGHWAY","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/24 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2203260007  ",4,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/03/26 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2204140225  ",4,15,"WEAPONS/ILLEGAL","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/14 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2202180074  ",2,7,"GTA/STOLEN","HANDGUN","","FIREARM","Part 1","MV Theft","Property","2022/02/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2204030027  ",5,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/03 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2204230021  ",5,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/23 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2204230137  ",5,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/23 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2204160142  ",1,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2201170002  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/01/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2202010108  ",4,15,"WEAPONS/OTHER","OTHER FIREARM","","FIREARM","Part 2","Weapons Violation","Violation","2022/02/01 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2202060156  ",3,3,"ROBBERY/COMMERCIAL HOUSE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/02/06 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2202220005  ",3,3,"ROBBERY/CONVENIENCE STORE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/02/22 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2203030031  ",2,15,"WEAPONS/ILLEGAL","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/03/03 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2203050092  ",6,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/03/05 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2201240264  ",1,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/01/24 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2203160031  ",4,3,"ROBBERY/CONVENIENCE STORE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/03/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2203200144  ",3,15,"WEAPONS/OTHER","FIREARM AUTOMATIC","","FIREARM","Part 2","Weapons Violation","Violation","2022/03/20 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2203280191  ",1,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/03/28 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2204060141  ",1,3,"ROBBERY/HIGHWAY","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/06 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2204030155  ",3,3,"ROBBERY/CONVENIENCE STORE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/03 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2204020008  ",2,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/02 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2204060150  ",5,4,"ASSAULT, AGGRAVATED/DRIVEBY SHOOTING","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/06 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2204080191  ",3,15,"WEAPONS/ILLEGAL","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/08 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2204150017  ",6,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/14 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2204170035  ",1,3,"ROBBERY/MISCELLANEOUS","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/17 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2204160156  ",3,4,"ASSAULT, AGGRAVATED/OTHER","RIFLE","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2204160172  ",5,4,"ASSAULT, AGGRAVATED/OTHER","RIFLE","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2204200235  ",4,3,"ROBBERY/CONVENIENCE STORE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/20 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2204190268  ",4,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/19 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2204180157  ",5,3,"ROBBERY/MISCELLANEOUS","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2204200250  ",4,3,"ROBBERY/CARJACKING","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/20 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2204220194  ",3,3,"ROBBERY/MISCELLANEOUS","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/22 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2204240014  ",6,4,"ASSAULT, AGGRAVATED/OTHER","FIREARM AUTOMATIC","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/24 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2202160071  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/02/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2204180147  ",6,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2204190021  ",6,3,"ROBBERY/RESIDENCE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/19 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2203010094  ",2,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/03/01 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2204240062  ",3,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","AUTOMATIC HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/24 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2204170074  ",2,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/17 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2203230011  ",2,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/03/23 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2204200168  ",1,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/20 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2203260143  ",3,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/03/26 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2204230037  ",5,24,"DISORDERLY CONDUCT/DISCHARGING FIREARMS OR FIREWKS","HANDGUN","","FIREARM","Part 2","Disorderly Conduct","Quality of Life","2022/04/23 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2201190005  ",2,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/01/19 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2204260234  ",1,3,"ROBBERY/MISCELLANEOUS","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/26 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2203050108  ",1,3,"ROBBERY/MISCELLANEOUS","OTHER FIREARM","","FIREARM","Part 1","Robbery","Violent","2022/03/05 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2204130169  ",6,60,"ASSIST OTHER AGENCY/OTHER","HANDGUN","","FIREARM","Other","Assist Other Agency/Jurisdiction","Assist","2022/04/13 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2204060015  ",5,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","RIFLE","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/06 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2204200080  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/19 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2204090029  ",1,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/09 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2201030207  ",NA,4,"ASSAULT, AGGRAVATED/DRIVEBY SHOOTING","OTHER FIREARM","","FIREARM","Part 1","Agg. Assault","Violent","2022/01/03 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2204070132  ",5,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/07 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2204060166  ",1,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/04/06 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2202050033  ",2,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/02/05 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2204010192  ",6,3,"ROBBERY/MISCELLANEOUS","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/01 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2204100015  ",5,3,"ROBBERY/CONVENIENCE STORE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/10 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2202170122  ",3,3,"ROBBERY/COMMERCIAL HOUSE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/02/17 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2202220124  ",1,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/02/22 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2204140001  ",5,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/13 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2202050042  ",5,3,"ROBBERY/HIGHWAY","OTHER FIREARM","","FIREARM","Part 1","Robbery","Violent","2022/02/05 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2203180183  ",3,3,"ROBBERY/COMMERCIAL HOUSE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/03/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2201120204  ",5,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/01/12 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2203210181  ",3,14,"CRIMINAL DAMAGE/MALICIOUS MISCHIEF","SHOTGUN","","FIREARM","Part 2","Criminal Damage","Property","2022/03/21 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2201160025  ",3,3,"ROBBERY/RESIDENCE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/01/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2204130172  ",6,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/13 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2204240149  ",4,1,"HOMICIDE/MURDER","FIREARM AUTOMATIC","","FIREARM","Part 1","Homicide","Violent","2022/04/24 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2202050041  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/02/05 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2202060097  ",4,1,"HOMICIDE/MURDER","HANDGUN","","FIREARM","Part 1","Homicide","Violent","2022/02/06 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2203110189  ",3,3,"ROBBERY/MISCELLANEOUS","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/03/11 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2204250252  ",1,3,"ROBBERY/RESIDENCE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/04/25 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2202150214  ",4,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/02/15 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2204220017  ",6,1,"HOMICIDE/MURDER","HANDGUN","","FIREARM","Part 1","Homicide","Violent","2022/04/22 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2204150219  ",2,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/15 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2204180043  ",1,4,"ASSAULT, AGGRAVATED/OTHER","RIFLE","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/18 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2202230017  ",3,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/02/23 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2202120013  ",1,4,"ASSAULT, AGGRAVATED/OTHER - DOMESTIC VIOLENCE","RIFLE","","FIREARM","Part 1","Agg. Assault","Violent","2022/02/12 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2201040185  ",1,1,"HOMICIDE/MURDER","HANDGUN","","FIREARM","Part 1","Homicide","Violent","2022/01/04 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2204230007  ",5,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/23 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","2204120181  ",2,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/12 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","2204020159  ",6,4,"ASSAULT, AGGRAVATED/OTHER","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/02 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","2203130003  ",4,15,"WEAPONS/OTHER","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/03/12 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","2208100252",6,14,"Criminal Damage (Over $1000) - Intentional Vandalism","FIREARM","HANDGUN","FIREARM","Part 2","Criminal Damage","Property","2022/08/10 00:00:00+00","AR220005307","2022/08/11 09:00:00+00","13-2904A6","DISORD CONDUCT-WEAPON/INSTR","Felony",63,"57-64","Male","White","Not Hispanic or Latino"
"527","2208100252",6,14,"Criminal Damage (Over $1000) - Intentional Vandalism","FIREARM","HANDGUN","FIREARM","Part 2","Criminal Damage","Property","2022/08/10 00:00:00+00","AR220005307","2022/08/11 09:00:00+00","13-1211A","DISCHARGE FIREARM AT A RESIDENCE","Felony",63,"57-64","Male","White","Not Hispanic or Latino"
"528","2208100252",6,14,"Criminal Damage (Over $1000) - Intentional Vandalism","FIREARM","HANDGUN","FIREARM","Part 2","Criminal Damage","Property","2022/08/10 00:00:00+00","AR220005307","2022/08/11 09:00:00+00","13-3107A","DISCHARGE FIREARM IN CITY LIMITS","Felony",63,"57-64","Male","White","Not Hispanic or Latino"
"529","2208100252",6,14,"Criminal Damage (Over $1000) - Intentional Vandalism","FIREARM","HANDGUN","FIREARM","Part 2","Criminal Damage","Property","2022/08/10 00:00:00+00","AR220005307","2022/08/11 09:00:00+00","13-1201A","ENDANGERMENT","Felony",63,"57-64","Male","White","Not Hispanic or Latino"
"530","2201190212  ",4,3,"ROBBERY/RESIDENCE","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/01/19 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2204250251  ",6,4,"ASSAULT, AGGRAVATED/PEACE OFFICER (NON-SERIOUS INJ)","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/04/25 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
