"","MasterID","INCI_ID","ArrestID","WEAPON_CATEGORY","CrimeType","CrimeCategory","WARD","ArrestDate","ArrestCharge","shot"
"762","M000620",2204130210,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"763","M000609",2204110252,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"764","M000433",2204110252,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"765","M000289",2204090003,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"766","M000621",2204090003,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"767","M000563",2204170031,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"768","M000622",2204180018,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"769","M000298",2204100151,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,TRUE
"770","M000623",2204100151,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,TRUE
"771","M000624",2202130172,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"772","M000625",2202130172,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"773","M000626",2202130172,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"774","M000627",2203110021,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"775","M000435",2203210001,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"776","M000383",2204140202,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"777","M000628",2204190280,NA,"FIREARM","Homicide","Violent",1,NA,NA,FALSE
"778","M000629",2204190280,NA,"FIREARM","Homicide","Violent",1,NA,NA,FALSE
"779","M000630",2204220216,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"780","M000631",2204220216,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"781","M000632",2202100166,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"782","M000633",2202100166,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"783","M000634",2202100166,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"784","M000635",2204110171,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"785","M000636",2204190250,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"786","M000637",2204190250,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"787","M000638",2204190250,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"788","M000639",2204210141,NA,"FIREARM","Robbery","Violent",3,NA,NA,TRUE
"789","M000640",2204210141,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"790","M000641",2204030126,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"791","M000642",2204030126,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"792","M000643",2204030126,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"793","M000416",2204050174,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"794","M000644",2204050174,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"795","M000645",2204050174,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"796","M000335",2204220162,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,TRUE
"797","M000646",2204220162,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"798","M000647",2204220162,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"799","M000295",2204180189,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"800","M000648",2204210097,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"801","M000649",2204210097,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"802","M000650",2204170029,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"803","M000651",2204170029,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"804","M000652",2204170029,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"805","M000653",2204230074,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,TRUE
"806","M000654",2204230074,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"807","M000655",2204230074,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"808","M000656",2204180178,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"809","M000657",2204250198,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"810","M000658",2204250198,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"811","M000659",2204250198,NA,"FIREARM","Robbery","Violent",1,NA,NA,TRUE
"812","M000660",2204010111,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"813","M000661",2204260094,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"814","M000662",2204260094,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"815","M000370",2201120065,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,TRUE
"816","M000663",2201120065,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"817","M000476",2201130210,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"818","M000428",2202040164,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"819","M000664",2202040164,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"820","M000665",2202040164,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"821","M000666",2204180211,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"822","M000667",2204180211,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"823","M000668",2204160008,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"824","M000669",2203280202,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"825","M000283",2204270021,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"826","M000670",2202030086,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"827","M000671",2202030086,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"828","M000672",2202030086,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"829","M000673",2203170020,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"830","M000674",2203170020,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"831","M000675",2204140009,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"832","M000676",2204260131,NA,"FIREARM","Death","Quality of Life",3,NA,NA,FALSE
"833","M000093",2204140092,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"834","M000677",2204140092,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"835","M000678",2203180197,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"836","M000679",2203270024,NA,"FIREARM","Robbery","Violent",2,NA,NA,FALSE
"837","M000680",2203270024,NA,"FIREARM","Robbery","Violent",2,NA,NA,FALSE
"838","M000681",2203270024,NA,"FIREARM","Robbery","Violent",2,NA,NA,FALSE
"839","M000057",2201290168,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"840","M000682",2201290168,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"841","M000683",2201290168,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"842","M000132",2204010117,NA,"FIREARM","Weapons Violation","Violation",NA,NA,NA,FALSE
"843","M000684",2204010117,NA,"FIREARM","Weapons Violation","Violation",NA,NA,NA,FALSE
"844","M000685",2202200160,NA,"FIREARM","Homicide","Violent",3,NA,NA,FALSE
"845","M000686",2203160228,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"846","M000572",2203060029,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"847","M000687",2203060029,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"848","M000688",2203060029,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"849","M000689",2204110135,NA,"FIREARM","Robbery","Violent",2,NA,NA,FALSE
"850","M000690",2204110135,NA,"FIREARM","Robbery","Violent",2,NA,NA,FALSE
"851","M000519",2204130009,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"852","M000691",2204220202,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"853","M000692",2204220202,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"854","M000693",2204220202,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"855","M000486",2204220214,NA,"FIREARM","Other Felony/Misdemeanor","Violent",1,NA,NA,FALSE
"856","M000694",2204220214,NA,"FIREARM","Other Felony/Misdemeanor","Violent",1,NA,NA,FALSE
"857","M000695",2204220214,NA,"FIREARM","Other Felony/Misdemeanor","Violent",1,NA,NA,FALSE
"858","M000307",2201180015,NA,"FIREARM","Larceny","Property",3,NA,NA,TRUE
"859","M000696",2201180015,NA,"FIREARM","Larceny","Property",3,NA,NA,FALSE
"860","M000697",2201180015,NA,"FIREARM","Larceny","Property",3,NA,NA,FALSE
"861","M000698",2202180009,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,TRUE
"862","M000699",2202180009,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,TRUE
"863","M000700",2203010164,NA,"FIREARM","Agg. Assault","Violent",NA,NA,NA,FALSE
"864","M000701",2203010164,NA,"FIREARM","Agg. Assault","Violent",NA,NA,NA,FALSE
"865","M000702",2203120174,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"866","M000703",2203120174,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"867","M000435",2204070218,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"868","M000704",2204070218,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"869","M000705",2204070218,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"870","M000706",2204070238,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"871","M000707",2204070238,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,TRUE
"872","M000708",2204240155,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"873","M000709",2204240155,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"874","M000710",2204240089,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"875","M000711",2204240089,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"876","M000712",2204240089,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"877","M000459",2203260007,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"878","M000589",2203260007,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,TRUE
"879","M000713",2203260007,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"880","M000337",2204140225,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"881","M000714",2204140225,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,TRUE
"882","M000478",2202180074,NA,"FIREARM","MV Theft","Property",2,NA,NA,FALSE
"883","M000715",2202180074,NA,"FIREARM","MV Theft","Property",2,NA,NA,FALSE
"884","M000716",2204030027,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"885","M000717",2204230021,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"886","M000718",2204230021,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"887","M000719",2204230021,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"888","M000557",2204230137,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"889","M000620",2204230137,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"890","M000720",2204230137,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"891","M000633",2204160142,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"892","M000721",2204160142,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"893","M000722",2204160142,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"894","M000723",2201170002,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"895","M000724",2201170002,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"896","M000725",2201170002,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"897","M000272",2202010108,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,TRUE
"898","M000726",2202010108,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"899","M000727",2202010108,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"900","M000728",2202060156,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"901","M000413",2202220005,NA,"FIREARM","Robbery","Violent",3,NA,NA,TRUE
"902","M000729",2202220005,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"903","M000730",2202220005,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"904","M000731",2203030031,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"905","M000732",2203050092,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,TRUE
"906","M000733",2203050092,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"907","M000734",2203050092,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"908","M000735",2201240264,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"909","M000736",2203160031,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"910","M000737",2203160031,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"911","M000738",2203160031,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"912","M000739",2203200144,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"913","M000740",2203200144,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"914","M000460",2203280191,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,TRUE
"915","M000741",2203280191,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"916","M000658",2204060141,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"917","M000742",2204060141,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"918","M000743",2204060141,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"919","M000744",2204030155,NA,"FIREARM","Robbery","Violent",3,NA,NA,TRUE
"920","M000443",2204020008,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"921","M000745",2204020008,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"922","M000746",2204020008,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"923","M000747",2204060150,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"924","M000748",2204080191,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"925","M000323",2204150017,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"926","M000749",2204150017,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,TRUE
"927","M000750",2204150017,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"928","M000751",2204170035,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"929","M000752",2204170035,NA,"FIREARM","Robbery","Violent",1,NA,NA,TRUE
"930","M000753",2204160156,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"931","M000754",2204160172,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"932","M000755",2204200235,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"933","M000756",2204190268,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"934","M000757",2204190268,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"935","M000758",2204190268,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"936","M000759",2204180157,NA,"FIREARM","Robbery","Violent",5,NA,NA,TRUE
"937","M000760",2204200250,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"938","M000129",2204220194,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"939","M000761",2204240014,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"940","M000762",2202160071,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"941","M000763",2202160071,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"942","M000764",2202160071,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"943","M000765",2204180147,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"944","M000766",2204190021,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"945","M000492",2203010094,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"946","M000767",2203010094,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"947","M000768",2203010094,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"948","M000765",2204240062,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"949","M000068",2204240062,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,TRUE
"950","M000656",2204170074,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,TRUE
"951","M000769",2203230011,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"952","M000770",2203230011,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"953","M000771",2204200168,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"954","M000772",2204200168,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,TRUE
"955","M000487",2203260143,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"956","M000773",2203260143,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"957","M000774",2203260143,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"958","M000168",2204230037,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,FALSE
"959","M000775",2201190005,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"960","M000776",2204260234,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"961","M000777",2203050108,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"962","M000778",2204130169,NA,"FIREARM","Assist Other Agency/Jurisdiction","Assist",6,NA,NA,TRUE
"963","M000779",2204130169,NA,"FIREARM","Assist Other Agency/Jurisdiction","Assist",6,NA,NA,TRUE
"964","M000780",2204060015,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"965","M000781",2204060015,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"966","M000782",2204060015,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"967","M000783",2204200080,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"968","M000784",2204200080,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"969","M000785",2204090029,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"970","M000786",2204090029,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"971","M000787",2201030207,NA,"FIREARM","Agg. Assault","Violent",NA,NA,NA,FALSE
"972","M000788",2204070132,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"973","M000789",2204060166,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"974","M000790",2204060166,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"975","M000791",2202050033,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"976","M000792",2202050033,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"977","M000793",2202050033,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"978","M000604",2204010192,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"979","M000794",2204010192,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"980","M000795",2204010192,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"981","M000030",2204100015,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"982","M000180",2204100015,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"983","M000796",2202170122,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"984","M000797",2202170122,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"985","M000798",2202220124,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"986","M000799",2202220124,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"987","M000800",2202220124,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"988","M000801",2204140001,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"989","M000802",2204140001,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"990","M000803",2202050042,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"991","M000804",2202050042,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"992","M000805",2203180183,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"993","M000806",2203180183,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"994","M000807",2201120204,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"995","M000808",2201120204,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"996","M000809",2203210181,NA,"FIREARM","Criminal Damage","Property",3,NA,NA,TRUE
"997","M000810",2201160025,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"998","M000811",2201160025,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"999","M000812",2204130172,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1000","M000813",2204130172,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1001","M000507",2204240149,NA,"FIREARM","Homicide","Violent",4,NA,NA,FALSE
"1002","M000814",2204240149,NA,"FIREARM","Homicide","Violent",4,NA,NA,FALSE
"1003","M000815",2204240149,NA,"FIREARM","Homicide","Violent",4,NA,NA,FALSE
"1004","M000816",2202050041,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1005","M000722",2202060097,NA,"FIREARM","Homicide","Violent",4,NA,NA,FALSE
"1006","M000817",2202060097,NA,"FIREARM","Homicide","Violent",4,NA,NA,FALSE
"1007","M000818",2202060097,NA,"FIREARM","Homicide","Violent",4,NA,NA,FALSE
"1008","M000819",2203110189,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"1009","M000820",2203110189,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"1010","M000821",2204250252,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"1011","M000822",2202150214,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"1012","M000823",2202150214,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"1013","M000824",2202150214,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"1014","M000825",2204220017,NA,"FIREARM","Homicide","Violent",6,NA,NA,TRUE
"1015","M000826",2204220017,NA,"FIREARM","Homicide","Violent",6,NA,NA,FALSE
"1016","M000827",2204150219,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"1017","M000828",2204150219,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"1018","M000645",2204180043,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,TRUE
"1019","M000829",2204180043,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1020","M000830",2204180043,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,TRUE
"1021","M000831",2202230017,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1022","M000231",2202120013,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1023","M000832",2202120013,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1024","M000833",2201040185,NA,"FIREARM","Homicide","Violent",1,NA,NA,FALSE
"1025","M000834",2201040185,NA,"FIREARM","Homicide","Violent",1,NA,NA,FALSE
"1026","M000835",2204230007,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"1027","M000836",2204230007,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"1028","M000443",2204120181,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"1029","M000837",2204120181,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"1030","M000838",2204120181,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"1031","M000839",2204020159,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1032","M000840",2204020159,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1033","M000841",2203130003,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"1034","M000842",2203130003,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"1035","M000843",2203130003,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"1036","M000844",2208100252,"AR220005307","FIREARM","Criminal Damage","Property",6,"2022/08/11 09:00:00+00","13-2904A6",FALSE
"1037","M000845",2208100252,"AR220005307","FIREARM","Criminal Damage","Property",6,"2022/08/11 09:00:00+00","13-2904A6",FALSE
"1038","M000844",2208100252,"AR220005307","FIREARM","Criminal Damage","Property",6,"2022/08/11 09:00:00+00","13-1211A",FALSE
"1039","M000845",2208100252,"AR220005307","FIREARM","Criminal Damage","Property",6,"2022/08/11 09:00:00+00","13-1211A",FALSE
"1040","M000844",2208100252,"AR220005307","FIREARM","Criminal Damage","Property",6,"2022/08/11 09:00:00+00","13-3107A",FALSE
"1041","M000845",2208100252,"AR220005307","FIREARM","Criminal Damage","Property",6,"2022/08/11 09:00:00+00","13-3107A",FALSE
"1042","M000844",2208100252,"AR220005307","FIREARM","Criminal Damage","Property",6,"2022/08/11 09:00:00+00","13-1201A",FALSE
"1043","M000845",2208100252,"AR220005307","FIREARM","Criminal Damage","Property",6,"2022/08/11 09:00:00+00","13-1201A",FALSE
"1044","M000846",2201190212,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"1045","M000681",2204250251,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1046","M000652",2204250251,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1047","M000847",2204250251,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1048","M000247",2204160065,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"1049","M000444",2201280165,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"1050","M000848",2201280165,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"1051","M000849",2201280165,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"1052","M000850",2203110191,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1053","M000851",2203110191,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1054","M000852",2203110191,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1055","M000853",2203170017,NA,"FIREARM","Homicide","Violent",6,NA,NA,TRUE
"1056","M000854",2211198540,NA,"FIREARM","Burglary","Property",2,NA,NA,FALSE
"1057","M000855",2211198540,NA,"FIREARM","Burglary","Property",2,NA,NA,FALSE
